Slide_No,State,District,Toposheet,Latitude,Longitude,Length,Width,Height,Area,Activity,Geomorphol,Lithology,LULC,Triggering,Year,Basin,Sub_Basin,Source,feature_id,geometry_type
SK /MNG /78A11 /2023 /33,SIKKIM,MANGAN,78A11,27.4663,88.5559,841.112,480.293,304.016357422,159502.873277,Reactivated,Moderately Dissected Structural Hills and Valleys,CHLORITE SERICITE SCHIST AND QUARTZITE,Evergreen Closed Forest,Rainfall,2023,Brahmaputra Basin,Brahmaputra Lower,"RESOURCESAT-2 LISS IV, 10m CARTODEM, Geomorphology 50K, LULC 10k(2018-2023), India-WRIS",LS_SIKKIM_2023.372,MultiPolygon
SK /MNG /78A11 /2023 /35,SIKKIM,MANGAN,78A11,27.4692,88.5526,319.286,153.812,111.0,31864.6988152,Active,Moderately Dissected Structural Hills and Valleys,CHLORITE SERICITE SCHIST AND QUARTZITE,Wasteland - Gullied Land,Rainfall,2023,Brahmaputra Basin,Brahmaputra Lower,"RESOURCESAT-2 LISS IV, 10m CARTODEM, Geomorphology 50K, LULC 10k(2018-2023), India-WRIS",LS_SIKKIM_2023.388,MultiPolygon
SK /MNG /78A11 /2023 /24,SIKKIM,MANGAN,78A11,27.4645,88.5635,123.337,59.413,44.6831054688,4818.36229929,Active,Moderately Dissected Structural Hills and Valleys,CHLORITE SERICITE SCHIST AND QUARTZITE,Evergreen Closed Forest,Rainfall,2023,Brahmaputra Basin,Brahmaputra Lower,"RESOURCESAT-2 LISS IV, 10m CARTODEM, Geomorphology 50K, LULC 10k(2018-2023), India-WRIS",LS_SIKKIM_2023.272,MultiPolygon
SK /MNG /78A11 /2023 /25,SIKKIM,MANGAN,78A11,27.4675,88.5598,452.479,216.098,273.0,61489.424387,Reactivated,Moderately Dissected Structural Hills and Valleys,CHLORITE SERICITE SCHIST AND QUARTZITE,Wasteland - Sparse Scrub Land,Rainfall,2023,Brahmaputra Basin,Brahmaputra Lower,"RESOURCESAT-2 LISS IV, 10m CARTODEM, Geomorphology 50K, LULC 10k(2018-2023), India-WRIS",LS_SIKKIM_2023.273,MultiPolygon
SK /MNG /78A11 /2023 /21,SIKKIM,MANGAN,78A11,27.4593,88.5842,61.357,29.908,61.3316650391,1381.36895296,Active,Moderately Dissected Structural Hills and Valleys,"BANDED MIGMATITE, GARNET BT GNEISS,MICA SCHIST",Evergreen Closed Forest,Rainfall,2023,Brahmaputra Basin,Brahmaputra Lower,"RESOURCESAT-2 LISS IV, 10m CARTODEM, Geomorphology 50K, LULC 10k(2018-2023), India-WRIS",LS_SIKKIM_2023.269,MultiPolygon
SK /MNG /78A11 /2023 /22,SIKKIM,MANGAN,78A11,27.4604,88.5832,95.058,29.933,239.428833008,1620.70712472,Active,Moderately Dissected Structural Hills and Valleys,"BANDED MIGMATITE, GARNET BT GNEISS,MICA SCHIST",Evergreen Closed Forest,Rainfall,2023,Brahmaputra Basin,Brahmaputra Lower,"RESOURCESAT-2 LISS IV, 10m CARTODEM, Geomorphology 50K, LULC 10k(2018-2023), India-WRIS",LS_SIKKIM_2023.270,MultiPolygon
SK /MNG /78A11 /2023 /23,SIKKIM,MANGAN,78A11,27.4619,88.5838,48.867,16.309,91.5592041016,615.22428052,Active,Moderately Dissected Structural Hills and Valleys,"BANDED MIGMATITE, GARNET BT GNEISS,MICA SCHIST",Evergreen Closed Forest,Rainfall,2023,Brahmaputra Basin,Brahmaputra Lower,"RESOURCESAT-2 LISS IV, 10m CARTODEM, Geomorphology 50K, LULC 10k(2018-2023), India-WRIS",LS_SIKKIM_2023.271,MultiPolygon
SK /MNG /78A7 /2023 /67,SIKKIM,MANGAN,78A7,27.4888,88.4856,97.406,24.737,24.6403808594,1892.05831858,Active,Moderately Dissected Structural Hills and Valleys,CHLORITE SERICITE SCHIST AND QUARTZITE,Evergreen Closed Forest,Rainfall,2023,Brahmaputra Basin,Brahmaputra Lower,"RESOURCESAT-2 LISS IV, 10m CARTODEM, Geomorphology 50K, LULC 10k(2018-2023), India-WRIS",LS_SIKKIM_2023.286,MultiPolygon
SK /MNG /78A7 /2023 /68,SIKKIM,MANGAN,78A7,27.4891,88.4951,27.444,23.678,274.381774902,519.17586116,Active,Moderately Dissected Structural Hills and Valleys,CHLORITE SERICITE SCHIST AND QUARTZITE,Evergreen Closed Forest,Rainfall,2023,Brahmaputra Basin,Brahmaputra Lower,"RESOURCESAT-2 LISS IV, 10m CARTODEM, Geomorphology 50K, LULC 10k(2018-2023), India-WRIS",LS_SIKKIM_2023.287,MultiPolygon
SK /MNG /78A7 /2023 /69,SIKKIM,MANGAN,78A7,27.488,88.4982,96.574,79.244,114.438232422,4705.47935524,Active,Highly Dissected Structural Hills and Valleys,CHLORITE SERICITE SCHIST AND QUARTZITE,Evergreen Closed Forest,Rainfall,2023,Brahmaputra Basin,Brahmaputra Lower,"RESOURCESAT-2 LISS IV, 10m CARTODEM, Geomorphology 50K, LULC 10k(2018-2023), India-WRIS",LS_SIKKIM_2023.306,MultiPolygon
SK /MNG /78A11 /2023 /26,SIKKIM,MANGAN,78A11,27.4868,88.5224,91.932,37.01,62.986328125,2487.07361114,Active,Moderately Dissected Structural Hills and Valleys,CHLORITE SERICITE SCHIST AND QUARTZITE,Evergreen Closed Forest,Rainfall,2023,Brahmaputra Basin,Brahmaputra Lower,"RESOURCESAT-2 LISS IV, 10m CARTODEM, Geomorphology 50K, LULC 10k(2018-2023), India-WRIS",LS_SIKKIM_2023.274,MultiPolygon
SK /MNG /78A11 /2023 /34,SIKKIM,MANGAN,78A11,27.4871,88.5221,35.715,29.824,21.0,758.346480185,Active,Moderately Dissected Structural Hills and Valleys,CHLORITE SERICITE SCHIST AND QUARTZITE,Evergreen Closed Forest,Rainfall,2023,Brahmaputra Basin,Brahmaputra Lower,"RESOURCESAT-2 LISS IV, 10m CARTODEM, Geomorphology 50K, LULC 10k(2018-2023), India-WRIS",LS_SIKKIM_2023.373,MultiPolygon
SK /MNG /78A6 /2023 /25,SIKKIM,MANGAN,78A6,27.5039,88.3999,44.441,30.581,123.404541016,1045.15093443,Active,Highly Dissected Structural Hills and Valleys,"BANDED MIGMATITE, GARNET BT GNEISS,MICA SCHIST",Evergreen Closed Forest,Rainfall,2023,Brahmaputra Basin,Brahmaputra Lower,"RESOURCESAT-2 LISS IV, 10m CARTODEM, Geomorphology 50K, LULC 10k(2018-2023), India-WRIS",LS_SIKKIM_2023.318,MultiPolygon
SK /MNG /78A10 /2023 /37,SIKKIM,MANGAN,78A10,27.5136,88.5647,315.344,60.929,44.6508789063,7587.51783576,Reactivated,Moderately Dissected Structural Hills and Valleys,"GARNET, KYANITE,SILLIMANITE,BIOTITE SCHIST",Evergreen Closed Forest,Rainfall,2023,Brahmaputra Basin,Brahmaputra Lower,"RESOURCESAT-2 LISS IV, 10m CARTODEM, Geomorphology 50K, LULC 10k(2018-2023), India-WRIS",LS_SIKKIM_2023.284,MultiPolygon
SK /MNG /78A10 /2023 /28,SIKKIM,MANGAN,78A10,27.5078,88.6518,84.51,37.671,37.0,2344.74629295,Active,Highly Dissected Structural Hills and Valleys,"BANDED MIGMATITE, GARNET BT GNEISS,MICA SCHIST",Evergreen Closed Forest,Rainfall,2023,Brahmaputra Basin,Brahmaputra Lower,"RESOURCESAT-2 LISS IV, 10m CARTODEM, Geomorphology 50K, LULC 10k(2018-2023), India-WRIS",LS_SIKKIM_2023.267,MultiPolygon
SK /MNG /78A6 /2023 /22,SIKKIM,MANGAN,78A6,27.5159,88.4113,116.1,49.78,14.005859375,2587.96598924,Active,Highly Dissected Structural Hills and Valleys,"BANDED MIGMATITE, GARNET BT GNEISS,MICA SCHIST",Wasteland - Dense Scrub Land,Rainfall,2023,Brahmaputra Basin,Brahmaputra Lower,"RESOURCESAT-2 LISS IV, 10m CARTODEM, Geomorphology 50K, LULC 10k(2018-2023), India-WRIS",LS_SIKKIM_2023.313,MultiPolygon
SK /MNG /78A6 /2023 /20,SIKKIM,MANGAN,78A6,27.5274,88.4168,374.251,60.342,53.5307617188,9331.47621597,Active,Highly Dissected Structural Hills and Valleys,"BANDED MIGMATITE, GARNET BT GNEISS,MICA SCHIST",Evergreen Closed Forest,Rainfall,2023,Brahmaputra Basin,Brahmaputra Lower,"RESOURCESAT-2 LISS IV, 10m CARTODEM, Geomorphology 50K, LULC 10k(2018-2023), India-WRIS",LS_SIKKIM_2023.311,MultiPolygon
SK /MNG /78A6 /2023 /21,SIKKIM,MANGAN,78A6,27.5299,88.4224,68.523,24.416,84.2377929688,1140.5296132,Active,Highly Dissected Structural Hills and Valleys,"BANDED MIGMATITE, GARNET BT GNEISS,MICA SCHIST",Evergreen Closed Forest,Rainfall,2023,Brahmaputra Basin,Brahmaputra Lower,"RESOURCESAT-2 LISS IV, 10m CARTODEM, Geomorphology 50K, LULC 10k(2018-2023), India-WRIS",LS_SIKKIM_2023.312,MultiPolygon
SK /MNG /78A10 /2023 /4,SIKKIM,MANGAN,78A10,27.5259,88.5379,99.241,65.994,173.18359375,4754.9084324,Active,Highly Dissected Structural Hills and Valleys,"GARNET, KYANITE,SILLIMANITE,BIOTITE SCHIST",Wasteland - Sparse Scrub Land,GLOF,2023,Brahmaputra Basin,Brahmaputra Lower,"RESOURCESAT-2 LISS IV, 10m CARTODEM, Geomorphology 50K, LULC 10k(2018-2023), India-WRIS",LS_SIKKIM_2023.243,MultiPolygon
SK /MNG /78A10 /2023 /52,SIKKIM,MANGAN,78A10,27.5278,88.5412,294.112,67.006,167.776855469,7413.16569524,Active,Moderately Dissected Structural Hills and Valleys,"GARNET, KYANITE,SILLIMANITE,BIOTITE SCHIST",Wasteland - Sparse Scrub Land,GLOF,2023,Brahmaputra Basin,Brahmaputra Lower,"RESOURCESAT-2 LISS IV, 10m CARTODEM, Geomorphology 50K, LULC 10k(2018-2023), India-WRIS",LS_SIKKIM_2023.332,MultiPolygon
SK /MNG /78A10 /2023 /33,SIKKIM,MANGAN,78A10,27.5255,88.5717,116.081,106.874,7.51318359375,6516.51115828,Active,Moderately Dissected Structural Hills and Valleys,"BANDED MIGMATITE, GARNET BT GNEISS,MICA SCHIST",Evergreen Closed Forest,GLOF,2023,Brahmaputra Basin,Brahmaputra Lower,"RESOURCESAT-2 LISS IV, 10m CARTODEM, Geomorphology 50K, LULC 10k(2018-2023), India-WRIS",LS_SIKKIM_2023.280,MultiPolygon
SK /MNG /78A10 /2023 /34,SIKKIM,MANGAN,78A10,27.5262,88.5679,250.284,70.31,57.7316894531,11214.6461754,Active,Moderately Dissected Structural Hills and Valleys,"BANDED MIGMATITE, GARNET BT GNEISS,MICA SCHIST",Evergreen Closed Forest,GLOF,2023,Brahmaputra Basin,Brahmaputra Lower,"RESOURCESAT-2 LISS IV, 10m CARTODEM, Geomorphology 50K, LULC 10k(2018-2023), India-WRIS",LS_SIKKIM_2023.281,MultiPolygon
SK /MNG /78A10 /2023 /53,SIKKIM,MANGAN,78A10,27.5285,88.5629,64.941,31.183,85.9899902344,1138.73628492,Active,Moderately Dissected Structural Hills and Valleys,"BANDED MIGMATITE, GARNET BT GNEISS,MICA SCHIST",Evergreen Open Forest,GLOF,2023,Brahmaputra Basin,Brahmaputra Lower,"RESOURCESAT-2 LISS IV, 10m CARTODEM, Geomorphology 50K, LULC 10k(2018-2023), India-WRIS",LS_SIKKIM_2023.333,MultiPolygon
SK /MNG /78A10 /2023 /31,SIKKIM,MANGAN,78A10,27.5282,88.5815,91.969,45.705,48.0,2657.60704986,Active,Moderately Dissected Structural Hills and Valleys,"BANDED MIGMATITE, GARNET BT GNEISS,MICA SCHIST",Evergreen Closed Forest,GLOF,2023,Brahmaputra Basin,Brahmaputra Lower,"RESOURCESAT-2 LISS IV, 10m CARTODEM, Geomorphology 50K, LULC 10k(2018-2023), India-WRIS",LS_SIKKIM_2023.278,MultiPolygon
SK /MNG /78A10 /2023 /32,SIKKIM,MANGAN,78A10,27.5282,88.5828,148.122,61.477,21.0,5233.94731835,Active,Moderately Dissected Structural Hills and Valleys,"BANDED MIGMATITE, GARNET BT GNEISS,MICA SCHIST",Evergreen Closed Forest,GLOF,2023,Brahmaputra Basin,Brahmaputra Lower,"RESOURCESAT-2 LISS IV, 10m CARTODEM, Geomorphology 50K, LULC 10k(2018-2023), India-WRIS",LS_SIKKIM_2023.279,MultiPolygon
SK /MNG /78A10 /2023 /38,SIKKIM,MANGAN,78A10,27.516,88.5867,103.12,47.384,12.0645141602,3548.48200175,Active,Moderately Dissected Structural Hills and Valleys,"BANDED MIGMATITE, GARNET BT GNEISS,MICA SCHIST",Evergreen Closed Forest,Rainfall,2023,Brahmaputra Basin,Brahmaputra Lower,"RESOURCESAT-2 LISS IV, 10m CARTODEM, Geomorphology 50K, LULC 10k(2018-2023), India-WRIS",LS_SIKKIM_2023.285,MultiPolygon
SK /MNG /78A10 /2023 /21,SIKKIM,MANGAN,78A10,27.5364,88.6043,471.284,349.946,47.5425415039,102961.057112,Active,Highly Dissected Structural Hills and Valleys,"QUARTZITE,MICA SCHIST, GNEISS,CALCGRANULITE",Evergreen Closed Forest,GLOF,2023,Brahmaputra Basin,Brahmaputra Lower,"RESOURCESAT-2 LISS IV, 10m CARTODEM, Geomorphology 50K, LULC 10k(2018-2023), India-WRIS",LS_SIKKIM_2023.260,MultiPolygon
SK /MNG /78A6 /2023 /14,SIKKIM,MANGAN,78A6,27.5518,88.3599,112.013,73.473,48.9309082031,6005.84684255,Active,Moderately Dissected Structural Hills and Valleys,"BANDED MIGMATITE, GARNET BT GNEISS,MICA SCHIST",Evergreen Closed Forest,Rainfall,2023,Brahmaputra Basin,Brahmaputra Lower,"RESOURCESAT-2 LISS IV, 10m CARTODEM, Geomorphology 50K, LULC 10k(2018-2023), India-WRIS",LS_SIKKIM_2023.301,MultiPolygon
SK /MNG /78A10 /2023 /39,SIKKIM,MANGAN,78A10,27.539,88.5095,73.791,37.041,83.7133789063,1966.16034758,Active,Moderately Dissected Structural Hills and Valleys,"GARNET, KYANITE,SILLIMANITE,BIOTITE SCHIST",Evergreen Closed Forest,Rainfall,2023,Brahmaputra Basin,Brahmaputra Lower,"RESOURCESAT-2 LISS IV, 10m CARTODEM, Geomorphology 50K, LULC 10k(2018-2023), India-WRIS",LS_SIKKIM_2023.305,MultiPolygon
SK /MNG /78A10 /2023 /7,SIKKIM,MANGAN,78A10,27.5463,88.6059,67.738,45.421,7.99755859375,2162.02273929,Active,Highly Dissected Structural Hills and Valleys,"QUARTZITE,MICA SCHIST, GNEISS,CALCGRANULITE",Wasteland - Dense Scrub Land,Rainfall,2023,Brahmaputra Basin,Brahmaputra Lower,"RESOURCESAT-2 LISS IV, 10m CARTODEM, Geomorphology 50K, LULC 10k(2018-2023), India-WRIS",LS_SIKKIM_2023.246,MultiPolygon
SK /MNG /78A10 /2023 /8,SIKKIM,MANGAN,78A10,27.5396,88.6076,139.289,42.986,10.0598144531,4021.00412305,Active,Highly Dissected Structural Hills and Valleys,CALC SILICATE ROCK,Wasteland - Sparse Scrub Land,GLOF,2023,Brahmaputra Basin,Brahmaputra Lower,"RESOURCESAT-2 LISS IV, 10m CARTODEM, Geomorphology 50K, LULC 10k(2018-2023), India-WRIS",LS_SIKKIM_2023.247,MultiPolygon
SK /MNG /78A10 /2023 /9,SIKKIM,MANGAN,78A10,27.5389,88.6045,100.922,56.299,23.3623046875,2433.12237123,Active,Highly Dissected Structural Hills and Valleys,"QUARTZITE,MICA SCHIST, GNEISS,CALCGRANULITE",Wasteland - Sparse Scrub Land,GLOF,2023,Brahmaputra Basin,Brahmaputra Lower,"RESOURCESAT-2 LISS IV, 10m CARTODEM, Geomorphology 50K, LULC 10k(2018-2023), India-WRIS",LS_SIKKIM_2023.248,MultiPolygon
SK /MNG /78A10 /2023 /17,SIKKIM,MANGAN,78A10,27.5458,88.6062,1616.25,199.892,21.2458496094,56177.1492908,Active,Highly Dissected Structural Hills and Valleys,"BANDED MIGMATITE, GARNET BT GNEISS,MICA SCHIST",Evergreen Open Forest,Rainfall,2023,Brahmaputra Basin,Brahmaputra Lower,"RESOURCESAT-2 LISS IV, 10m CARTODEM, Geomorphology 50K, LULC 10k(2018-2023), India-WRIS",LS_SIKKIM_2023.256,MultiPolygon
SK /MNG /78A10 /2023 /20,SIKKIM,MANGAN,78A10,27.5387,88.6085,423.358,122.141,19.2687988281,26218.824631,Active,Highly Dissected Structural Hills and Valleys,CALC SILICATE ROCK,Evergreen Closed Forest,GLOF,2023,Brahmaputra Basin,Brahmaputra Lower,"RESOURCESAT-2 LISS IV, 10m CARTODEM, Geomorphology 50K, LULC 10k(2018-2023), India-WRIS",LS_SIKKIM_2023.259,MultiPolygon
SK /MNG /78A10 /2023 /69,SIKKIM,MANGAN,78A10,27.5403,88.6017,401.693,67.88,408.0,10350.8855385,Active,Highly Dissected Structural Hills and Valleys,"BANDED MIGMATITE, GARNET BT GNEISS,MICA SCHIST",Wasteland - Sparse Scrub Land,Rainfall,2023,Brahmaputra Basin,Brahmaputra Lower,"RESOURCESAT-2 LISS IV, 10m CARTODEM, Geomorphology 50K, LULC 10k(2018-2023), India-WRIS",LS_SIKKIM_2023.395,MultiPolygon
SK /MNG /78A10 /2023 /6,SIKKIM,MANGAN,78A10,27.5489,88.6157,532.357,112.112,103.626831055,27369.3322387,Active,Highly Dissected Structural Hills and Valleys,CALC GRANULITE WITH /WITHOUT QUARTZITE,Evergreen Open Forest,Rainfall,2023,Brahmaputra Basin,Brahmaputra Lower,"RESOURCESAT-2 LISS IV, 10m CARTODEM, Geomorphology 50K, LULC 10k(2018-2023), India-WRIS",LS_SIKKIM_2023.245,MultiPolygon
SK /MNG /78A10 /2023 /18,SIKKIM,MANGAN,78A10,27.5539,88.6243,86.728,55.219,8.93139648438,3519.50606252,Active,Highly Dissected Structural Hills and Valleys,"QUARTZITE,MICA SCHIST, GNEISS,CALCGRANULITE",Wasteland - Dense Scrub Land,Rainfall,2023,Brahmaputra Basin,Brahmaputra Lower,"RESOURCESAT-2 LISS IV, 10m CARTODEM, Geomorphology 50K, LULC 10k(2018-2023), India-WRIS",LS_SIKKIM_2023.257,MultiPolygon
SK /MNG /78A10 /2023 /19,SIKKIM,MANGAN,78A10,27.5463,88.6243,145.287,33.999,24.2940673828,2482.11859246,Active,Highly Dissected Structural Hills and Valleys,"BANDED MIGMATITE, GARNET BT GNEISS,MICA SCHIST",Evergreen Open Forest,GLOF,2023,Brahmaputra Basin,Brahmaputra Lower,"RESOURCESAT-2 LISS IV, 10m CARTODEM, Geomorphology 50K, LULC 10k(2018-2023), India-WRIS",LS_SIKKIM_2023.258,MultiPolygon
SK /MNG /78A10 /2023 /23,SIKKIM,MANGAN,78A10,27.5453,88.6325,656.073,264.872,43.0697021484,104362.83224,Active,Highly Dissected Structural Hills and Valleys,"BANDED MIGMATITE, GARNET BT GNEISS,MICA SCHIST",Agriculture - Single crop Land,GLOF,2023,Brahmaputra Basin,Brahmaputra Lower,"RESOURCESAT-2 LISS IV, 10m CARTODEM, Geomorphology 50K, LULC 10k(2018-2023), India-WRIS",LS_SIKKIM_2023.262,MultiPolygon
SK /MNG /78A10 /2023 /24,SIKKIM,MANGAN,78A10,27.5445,88.6255,846.889,209.463,24.6812744141,103302.958342,Active,Highly Dissected Structural Hills and Valleys,"BANDED MIGMATITE, GARNET BT GNEISS,MICA SCHIST",Evergreen Closed Forest,GLOF,2023,Brahmaputra Basin,Brahmaputra Lower,"RESOURCESAT-2 LISS IV, 10m CARTODEM, Geomorphology 50K, LULC 10k(2018-2023), India-WRIS",LS_SIKKIM_2023.263,MultiPolygon
SK /MNG /78A10 /2023 /25,SIKKIM,MANGAN,78A10,27.5434,88.6252,81.171,72.223,131.659301758,3832.23771756,Active,Highly Dissected Structural Hills and Valleys,"BANDED MIGMATITE, GARNET BT GNEISS,MICA SCHIST",Evergreen Closed Forest,GLOF,2023,Brahmaputra Basin,Brahmaputra Lower,"RESOURCESAT-2 LISS IV, 10m CARTODEM, Geomorphology 50K, LULC 10k(2018-2023), India-WRIS",LS_SIKKIM_2023.264,MultiPolygon
SK /MNG /78A10 /2023 /30,SIKKIM,MANGAN,78A10,27.5443,88.6199,51.21,35.887,6.0,1233.73467489,Active,Moderately Dissected Structural Hills and Valleys,"BANDED MIGMATITE, GARNET BT GNEISS,MICA SCHIST",Evergreen Closed Forest,GLOF,2023,Brahmaputra Basin,Brahmaputra Lower,"RESOURCESAT-2 LISS IV, 10m CARTODEM, Geomorphology 50K, LULC 10k(2018-2023), India-WRIS",LS_SIKKIM_2023.277,MultiPolygon
SK /MNG /78A10 /2023 /61,SIKKIM,MANGAN,78A10,27.5432,88.6169,347.034,140.197,211.214111328,25010.6036671,Active,Moderately Dissected Structural Hills and Valleys,"BANDED MIGMATITE, GARNET BT GNEISS,MICA SCHIST",Evergreen Closed Forest,GLOF,2023,Brahmaputra Basin,Brahmaputra Lower,"RESOURCESAT-2 LISS IV, 10m CARTODEM, Geomorphology 50K, LULC 10k(2018-2023), India-WRIS",LS_SIKKIM_2023.371,MultiPolygon
SK /MNG /78A10 /2023 /16,SIKKIM,MANGAN,78A10,27.5506,88.6447,299.659,88.593,0.568481445313,14960.2754157,Active,Highly Dissected Structural Hills and Valleys,CALC GRANULITE WITH /WITHOUT QUARTZITE,Wasteland - Sparse Scrub Land,GLOF,2023,Brahmaputra Basin,Brahmaputra Lower,"RESOURCESAT-2 LISS IV, 10m CARTODEM, Geomorphology 50K, LULC 10k(2018-2023), India-WRIS",LS_SIKKIM_2023.255,MultiPolygon
SK /MNG /78A10 /2023 /22,SIKKIM,MANGAN,78A10,27.5449,88.6356,283.482,100.736,17.9633789063,15130.6253666,Active,Highly Dissected Structural Hills and Valleys,"BANDED MIGMATITE, GARNET BT GNEISS,MICA SCHIST",Evergreen Closed Forest,GLOF,2023,Brahmaputra Basin,Brahmaputra Lower,"RESOURCESAT-2 LISS IV, 10m CARTODEM, Geomorphology 50K, LULC 10k(2018-2023), India-WRIS",LS_SIKKIM_2023.261,MultiPolygon
SK /MNG /78A10 /2023 /26,SIKKIM,MANGAN,78A10,27.542,88.6599,288.62,100.61,20.2457275391,12788.9238692,Active,Highly Dissected Structural Hills and Valleys,CALC GRANULITE WITH /WITHOUT QUARTZITE,Evergreen Closed Forest,Rainfall,2023,Brahmaputra Basin,Brahmaputra Lower,"RESOURCESAT-2 LISS IV, 10m CARTODEM, Geomorphology 50K, LULC 10k(2018-2023), India-WRIS",LS_SIKKIM_2023.265,MultiPolygon
SK /MNG /78A10 /2023 /29,SIKKIM,MANGAN,78A10,27.5459,88.655,107.721,26.63,55.2169189453,1878.7576979,Active,Highly Dissected Structural Hills and Valleys,"QUARTZITE,MICA SCHIST, GNEISS,CALCGRANULITE",Evergreen Closed Forest,Rainfall,2023,Brahmaputra Basin,Brahmaputra Lower,"RESOURCESAT-2 LISS IV, 10m CARTODEM, Geomorphology 50K, LULC 10k(2018-2023), India-WRIS",LS_SIKKIM_2023.268,MultiPolygon
SK /MNG /78A6 /2023 /16,SIKKIM,MANGAN,78A6,27.557,88.3641,105.671,68.785,133.073730469,5553.2664431,Active,Moderately Dissected Structural Hills and Valleys,"BANDED MIGMATITE, GARNET BT GNEISS,MICA SCHIST",Evergreen Closed Forest,Rainfall,2023,Brahmaputra Basin,Brahmaputra Lower,"RESOURCESAT-2 LISS IV, 10m CARTODEM, Geomorphology 50K, LULC 10k(2018-2023), India-WRIS",LS_SIKKIM_2023.303,MultiPolygon
SK /MNG /78A6 /2023 /17,SIKKIM,MANGAN,78A6,27.5576,88.3657,175.224,130.869,227.116699219,13671.0431763,Active,Moderately Dissected Structural Hills and Valleys,"BANDED MIGMATITE, GARNET BT GNEISS,MICA SCHIST",Evergreen Closed Forest,Rainfall,2023,Brahmaputra Basin,Brahmaputra Lower,"RESOURCESAT-2 LISS IV, 10m CARTODEM, Geomorphology 50K, LULC 10k(2018-2023), India-WRIS",LS_SIKKIM_2023.304,MultiPolygon
SK /MNG /78A6 /2023 /19,SIKKIM,MANGAN,78A6,27.5632,88.4128,160.981,44.608,2.21160888672,4481.17688885,Active,Highly Dissected Structural Hills and Valleys,"BANDED MIGMATITE, GARNET BT GNEISS,MICA SCHIST",Evergreen Closed Forest,Rainfall,2023,Brahmaputra Basin,Brahmaputra Lower,"RESOURCESAT-2 LISS IV, 10m CARTODEM, Geomorphology 50K, LULC 10k(2018-2023), India-WRIS",LS_SIKKIM_2023.310,MultiPolygon
SK /MNG /78A6 /2023 /18,SIKKIM,MANGAN,78A6,27.562,88.412,288.12,97.634,47.9063110352,14172.3657889,Active,Highly Dissected Structural Hills and Valleys,"BANDED MIGMATITE, GARNET BT GNEISS,MICA SCHIST",Evergreen Closed Forest,Rainfall,2023,Brahmaputra Basin,Brahmaputra Lower,"RESOURCESAT-2 LISS IV, 10m CARTODEM, Geomorphology 50K, LULC 10k(2018-2023), India-WRIS",LS_SIKKIM_2023.309,MultiPolygon
SK /MNG /78A6 /2023 /3,SIKKIM,MANGAN,78A6,27.5659,88.4545,297.354,32.752,68.5434570313,6239.58019111,Active,Moderately Dissected Structural Hills and Valleys,"BANDED MIGMATITE, GARNET BT GNEISS,MICA SCHIST",Evergreen Closed Forest,Rainfall,2023,Brahmaputra Basin,Brahmaputra Lower,"RESOURCESAT-2 LISS IV, 10m CARTODEM, Geomorphology 50K, LULC 10k(2018-2023), India-WRIS",LS_SIKKIM_2023.290,MultiPolygon
SK /MNG /78A6 /2023 /4,SIKKIM,MANGAN,78A6,27.5638,88.4547,159.582,53.036,294.451293945,4926.05649986,Active,Moderately Dissected Structural Hills and Valleys,"BANDED MIGMATITE, GARNET BT GNEISS,MICA SCHIST",Evergreen Closed Forest,Rainfall,2023,Brahmaputra Basin,Brahmaputra Lower,"RESOURCESAT-2 LISS IV, 10m CARTODEM, Geomorphology 50K, LULC 10k(2018-2023), India-WRIS",LS_SIKKIM_2023.291,MultiPolygon
SK /MNG /78A6 /2023 /5,SIKKIM,MANGAN,78A6,27.5699,88.4554,95.603,27.447,65.0,1936.72211143,Active,Moderately Dissected Structural Hills and Valleys,"BANDED MIGMATITE, GARNET BT GNEISS,MICA SCHIST",Evergreen Closed Forest,Rainfall,2023,Brahmaputra Basin,Brahmaputra Lower,"RESOURCESAT-2 LISS IV, 10m CARTODEM, Geomorphology 50K, LULC 10k(2018-2023), India-WRIS",LS_SIKKIM_2023.292,MultiPolygon
SK /MNG /78A6 /2023 /6,SIKKIM,MANGAN,78A6,27.5703,88.4569,98.598,26.888,32.6920166016,1723.60751604,Active,Moderately Dissected Structural Hills and Valleys,"BANDED MIGMATITE, GARNET BT GNEISS,MICA SCHIST",Evergreen Closed Forest,Rainfall,2023,Brahmaputra Basin,Brahmaputra Lower,"RESOURCESAT-2 LISS IV, 10m CARTODEM, Geomorphology 50K, LULC 10k(2018-2023), India-WRIS",LS_SIKKIM_2023.293,MultiPolygon
SK /MNG /78A6 /2023 /7,SIKKIM,MANGAN,78A6,27.5704,88.4573,100.39,37.202,8.0859375,2077.04034171,Active,Moderately Dissected Structural Hills and Valleys,"BANDED MIGMATITE, GARNET BT GNEISS,MICA SCHIST",Evergreen Closed Forest,Rainfall,2023,Brahmaputra Basin,Brahmaputra Lower,"RESOURCESAT-2 LISS IV, 10m CARTODEM, Geomorphology 50K, LULC 10k(2018-2023), India-WRIS",LS_SIKKIM_2023.294,MultiPolygon
