Slide_No,State,District,Slide_Name,NH_SH_Location,Latitude,Longitude,Material_Involved,Movement_Type,History,Occurrence_Date,Occurrence_Year,event_date,event_year,event_month,landslide_event,rainfall_mm,rainfall_3day_mm,soil_moisture
TN/Nil/58A11/2023/120,Tamil Nadu,Nilgiri,Kothagiri slide,Kothagiri to Mettupalayam road SH-15,11.35896363,76.92145754,Earth,Slide,23 November 2023,2023-11-23,2023.0,2023-11-23,2023,11,1,20.0,34.1,0.41
TN/Nil/58A11/2023/121,Tamil Nadu,Nilgiri,Kothagiri slide,Kothagiri to Mettupalayam road SH-15,11.35744628,76.92692457,Earth,Slide,23 November 2023,2023-11-23,2023.0,2023-11-23,2023,11,1,20.0,34.1,0.41
TN/Nil/58A11/2023/122,Tamil Nadu,Nilgiri,Kothagiri slide,SH-15 (Kunjapanai),11.35687261,76.93210853,Earth,Slide,23 November 2023,2023-11-23,2023.0,2023-11-23,2023,11,1,20.0,34.1,0.41
TN/Nil/58A11/2023/123,Tamil Nadu,Nilgiri,Kothagiri slide,SH-15 (Mettupalayam view point),11.35629482,76.93299509,Earth,Slide,23 November 2023,2023-11-23,2023.0,2023-11-23,2023,11,1,20.0,34.1,0.41
TN/Nil/58A11/2023/124,Tamil Nadu,Nilgiri,Kothagiri slide,SH-15 (Near Mettupalayam view point),11.35809188,76.93395232,Debris,Slide,23 November 2023,2023-11-23,2023.0,2023-11-23,2023,11,1,20.0,34.1,0.41
TN/Nil/58A11/2023/125,Tamil Nadu,Nilgiri,Kothagiri slide,SH-15,11.35886681,76.93557575,Earth,Slide,23 November 2023,2023-11-23,2023.0,2023-11-23,2023,11,1,20.0,34.1,0.41
TN/Nil/58A11/2023/126,Tamil Nadu,Nilgiri,Kothagiri slide,SH-15,11.3599745,76.93761436,Debris,Slide,23 November 2023,2023-11-23,2023.0,2023-11-23,2023,11,1,20.0,34.1,0.41
TN/Nil/58A11/2023/127,Tamil Nadu,Nilgiri,Kothagiri slide,SH-15 (Hair pin bend-4),11.36019869,76.93834319,Debris,Slide,23 November 2023,2023-11-23,2023.0,2023-11-23,2023,11,1,20.0,34.1,0.41
TN/Nil/58A11/2023/128,Tamil Nadu,Nilgiri,Kothagiri slide,SH-15,11.35951049,76.93782025,Earth,Slide,23 November 2023,2023-11-23,2023.0,2023-11-23,2023,11,1,20.0,34.1,0.41
TN/Nil/58A11/2023/129,Tamil Nadu,Nilgiri,Kothagiri slide,SH-15 (Hair pin bend-5),11.35879872,76.93760927,Debris,Slide,23 November 2023,2023-11-23,2023.0,2023-11-23,2023,11,1,20.0,34.1,0.41
TN/Nil/58A11/2023/130,Tamil Nadu,Nilgiri,Kothagiri slide,SH-15,11.3596238,76.93847834,Debris,Slide,23 November 2023,2023-11-23,2023.0,2023-11-23,2023,11,1,20.0,34.1,0.41
TN/Nil/58A11/2023/131,Tamil Nadu,Nilgiri,Kothagiri slide,SH-15,11.36079743,76.93940047,Debris,Slide,23 November 2023,2023-11-23,2023.0,2023-11-23,2023,11,1,20.0,34.1,0.41
TN/Nil/58A11/2023/132,Tamil Nadu,Nilgiri,Kothagiri slide,SH-15,11.36052844,76.94006873,Debris,Slide,23 November 2023,2023-11-23,2023.0,2023-11-23,2023,11,1,20.0,34.1,0.41
TN/Nil/58A11/2023/133,Tamil Nadu,Nilgiri,Kothagiri slide,SH-15,11.36007456,76.94174795,Earth,Slide,23 November 2023,2023-11-23,2023.0,2023-11-23,2023,11,1,20.0,34.1,0.41
TN/Nil/58A11/2023/134,Tamil Nadu,Nilgiri,Kothagiri slide,SH-15,11.35988891,76.94218111,Earth,Slide,23 November 2023,2023-11-23,2023.0,2023-11-23,2023,11,1,20.0,34.1,0.41
TN/Nil/58A11/2023/135,Tamil Nadu,Nilgiri,Kothagiri slide,SH-15,11.35992556,76.94277581,Earth,Slide,23 November 2023,2023-11-23,2023.0,2023-11-23,2023,11,1,20.0,34.1,0.41
TN/Nil/58A11/2023/136,Tamil Nadu,Nilgiri,Kothagiri slide,SH-15,11.3613242,76.94567928,Debris,Slide,23 November 2023,2023-11-23,2023.0,2023-11-23,2023,11,1,20.0,34.1,0.41
TN/Nil/58A11/2023/137,Tamil Nadu,Nilgiri,Kothagiri slide,SH-15,11.35991999,76.9427611,Debris,Slide,23 November 2023,2023-11-23,2023.0,2023-11-23,2023,11,1,20.0,34.1,0.41
TN/Nil/58A11/2023/138,Tamil Nadu,Nilgiri,Kothagiri slide,SH-15,11.36168682,76.94604898,Debris,Slide,23 November 2023,2023-11-23,2023.0,2023-11-23,2023,11,1,20.0,34.1,0.41
TN/Nil/58A11/2023/139,Tamil Nadu,Nilgiri,Kothagiri slide,SH-15,11.36209752,76.94641095,Debris,Slide,23 November 2023,2023-11-23,2023.0,2023-11-23,2023,11,1,20.0,34.1,0.41
TN/Nil/58A11/2023/140,Tamil Nadu,Nilgiri,Kothagiri slide,SH-15,11.36256559,76.94760942,Debris,Slide,23 November 2023,2023-11-23,2023.0,2023-11-23,2023,11,1,20.0,34.1,0.41
TN/Nil/58A11/2023/141,Tamil Nadu,Nilgiri,Kothagiri slide,SH-15,11.36214007,76.94926543,Earth,Slide,23 November 2023,2023-11-23,2023.0,2023-11-23,2023,11,1,20.0,34.1,0.41
TN/Nil/58A11/2023/142,Tamil Nadu,Nilgiri,Kothagiri slide,SH-15,11.36206926,76.9497801,Earth,Slide,23 November 2023,2023-11-23,2023.0,2023-11-23,2023,11,1,20.0,34.1,0.41
TN/Nil/58A11/2023/143,Tamil Nadu,Nilgiri,Kothagiri slide,SH-15,11.36176027,76.95017151,Earth,Slide,23 November 2023,2023-11-23,2023.0,2023-11-23,2023,11,1,20.0,34.1,0.41
TN/Nil/58A11/2023/144,Tamil Nadu,Nilgiri,Kothagiri slide,SH-15,11.36127232,76.95066827,Debris,Slide,23 November 2023,2023-11-23,2023.0,2023-11-23,2023,11,1,20.0,34.1,0.41
TN/Nil/58A11/2023/145,Tamil Nadu,Nilgiri,Kothagiri slide,SH-15,11.36214007,76.94926543,Debris,Slide,23 November 2023,2023-11-23,2023.0,2023-11-23,2023,11,1,20.0,34.1,0.41
TN/Nil/58A11/2023/146,Tamil Nadu,Nilgiri,Kothagiri slide,SH-15,11.36054865,76.94816795,Debris,Slide,23 November 2023,2023-11-23,2023.0,2023-11-23,2023,11,1,20.0,34.1,0.41
TN/Nil/58A11/2023/147,Tamil Nadu,Nilgiri,Kothagiri slide,SH-15,11.35960568,76.94661845,Debris,Slide,23 November 2023,2023-11-23,2023.0,2023-11-23,2023,11,1,20.0,34.1,0.41
TN/Nil/58A11/2023/148,Tamil Nadu,Nilgiri,Kothagiri slide,SH-15,11.35914057,76.94630165,Debris,Slide,23 November 2023,2023-11-23,2023.0,2023-11-23,2023,11,1,20.0,34.1,0.41
TN/Nil/58A11/2023/149,Tamil Nadu,Nilgiri,Kothagiri slide,SH-15,11.35809154,76.94533891,Debris,Slide,23 November 2023,2023-11-23,2023.0,2023-11-23,2023,11,1,20.0,34.1,0.41
TN/Nil/58A11/2023/150,Tamil Nadu,Nilgiri,Kothagiri slide,SH-15,11.35649634,76.94579092,Debris,Slide,23 November 2023,2023-11-23,2023.0,2023-11-23,2023,11,1,20.0,34.1,0.41
TN/Nil/58A11/2023/151,Tamil Nadu,Nilgiri,Kothagiri slide,SH-15,11.35763256,76.94602336,Debris,Slide,23 November 2023,2023-11-23,2023.0,2023-11-23,2023,11,1,20.0,34.1,0.41
TN/Nil/58A11/2023/152,Tamil Nadu,Nilgiri,Kothagiri slide,SH-15,11.35774289,76.94668593,Debris,Slide,23 November 2023,2023-11-23,2023.0,2023-11-23,2023,11,1,20.0,34.1,0.41
TN/Nil/58A11/2023/153,Tamil Nadu,Nilgiri,Kothagiri slide,SH-15,11.35811507,76.94959631,Earth,Slide,23 November 2023,2023-11-23,2023.0,2023-11-23,2023,11,1,20.0,34.1,0.41
TN/Nil/58A11/2023/154,Tamil Nadu,Nilgiri,Kothagiri slide,SH-15,11.35793098,76.94887613,Debris,Slide,23 November 2023,2023-11-23,2023.0,2023-11-23,2023,11,1,20.0,34.1,0.41
TN/Nil/58A11/2023/155,Tamil Nadu,Nilgiri,Kothagiri slide,SH-15,11.35760003,76.94858135,Debris,Slide,23 November 2023,2023-11-23,2023.0,2023-11-23,2023,11,1,20.0,34.1,0.41
TN/Nil/58A11/2023/156,Tamil Nadu,Nilgiri,Kothagiri slide,SH-15,11.35746737,76.9480396,Debris,Slide,23 November 2023,2023-11-23,2023.0,2023-11-23,2023,11,1,20.0,34.1,0.41
TN/Nil/58A11/2023/157,Tamil Nadu,Nilgiri,Kothagiri slide,SH-15,11.35730415,76.94762268,Debris,Slide,23 November 2023,2023-11-23,2023.0,2023-11-23,2023,11,1,20.0,34.1,0.41
TN/Nil/58A11/2023/158,Tamil Nadu,Nilgiri,Kothagiri slide,SH-15,11.35708672,76.9470253,Debris,Slide,23 November 2023,2023-11-23,2023.0,2023-11-23,2023,11,1,20.0,34.1,0.41
TN/Nil/58A11/2023/159,Tamil Nadu,Nilgiri,Kothagiri slide,SH-15,11.35680547,76.94697583,Debris,Slide,23 November 2023,2023-11-23,2023.0,2023-11-23,2023,11,1,20.0,34.1,0.41
TN/Nil/58A11/2023/160,Tamil Nadu,Nilgiri,Kothagiri slide,SH-15,11.35473266,76.94561356,Debris,Slide,23 November 2023,2023-11-23,2023.0,2023-11-23,2023,11,1,20.0,34.1,0.41
TN/Nil/58A11/2023/161,Tamil Nadu,Nilgiri,Kothagiri slide,SH-15,11.35444989,76.94379168,Debris,Slide,23 November 2023,2023-11-23,2023.0,2023-11-23,2023,11,1,20.0,34.1,0.41
TN/Nil/58A11/2023/162,Tamil Nadu,Nilgiri,Kothagiri slide,SH-15,11.35488905,76.9430774,Debris,Slide,23 November 2023,2023-11-23,2023.0,2023-11-23,2023,11,1,20.0,34.1,0.41
TN/Nil/58A11/2023/163,Tamil Nadu,Nilgiri,Kothagiri slide,SH-15,11.35450826,76.94263034,Debris,Slide,23 November 2023,2023-11-23,2023.0,2023-11-23,2023,11,1,20.0,34.1,0.41
TN/Nil/58A11/2023/164,Tamil Nadu,Nilgiri,Kothagiri slide,SH-15,11.35346901,76.94214577,Debris,Slide,23 November 2023,2023-11-23,2023.0,2023-11-23,2023,11,1,20.0,34.1,0.41
TN/Nil/58A11/2023/165,Tamil Nadu,Nilgiri,Kothagiri slide,SH-15,11.34981179,76.9411861,Debris,Slide,23 November 2023,2023-11-23,2023.0,2023-11-23,2023,11,1,20.0,34.1,0.41
TN/Nil/58A11/2023/166,Tamil Nadu,Nilgiri,Kothagiri slide,SH-15,11.34967677,76.94147878,Earth,Slide,23 November 2023,2023-11-23,2023.0,2023-11-23,2023,11,1,20.0,34.1,0.41
TN/Nil/58A11/2023/167,Tamil Nadu,Nilgiri,Kothagiri slide,SH-15,11.34962812,76.94181618,Earth,Slide,23 November 2023,2023-11-23,2023.0,2023-11-23,2023,11,1,13.4,34.1,0.364
TN/Nil/58A11/2023/168,Tamil Nadu,Nilgiri,Kothagiri slide,SH-15,11.34893439,76.94316226,Earth,Slide,23 November 2023,2023-11-23,2023.0,2023-11-23,2023,11,1,13.4,34.1,0.364
TN/Nil/58A11/2023/169,Tamil Nadu,Nilgiri,Kothagiri slide,SH-15,11.34853389,76.94340348,Earth,Slide,23 November 2023,2023-11-23,2023.0,2023-11-23,2023,11,1,13.4,34.1,0.364
TN/Nil/58A11/2023/170,Tamil Nadu,Nilgiri,Kothagiri slide,SH-15,11.34824292,76.94361365,Earth,Slide,23 November 2023,2023-11-23,2023.0,2023-11-23,2023,11,1,13.4,34.1,0.364
TN/Nil/58A11/2023/171,Tamil Nadu,Nilgiri,Kothagiri slide,SH-15,11.34809917,76.94380445,Earth,Slide,23 November 2023,2023-11-23,2023.0,2023-11-23,2023,11,1,13.4,34.1,0.364
TN/Nil/58A11/2023/172,Tamil Nadu,Nilgiri,Kothagiri slide,SH-15,11.34777823,76.94398539,Earth,Slide,23 November 2023,2023-11-23,2023.0,2023-11-23,2023,11,1,13.4,34.1,0.364
TN/Nil/58A11/2023/173,Tamil Nadu,Nilgiri,Kothagiri slide,SH-15,11.34765289,76.94450377,Debris,Slide,23 November 2023,2023-11-23,2023.0,2023-11-23,2023,11,1,13.4,34.1,0.364
TN/Nil/58A11/2023/174,Tamil Nadu,Nilgiri,Kothagiri slide,SH-15,11.34700889,76.94478131,Debris,Slide,23 November 2023,2023-11-23,2023.0,2023-11-23,2023,11,1,13.4,34.1,0.364
TN/Nil/58A11/2023/175,Tamil Nadu,Nilgiri,Kothagiri slide,SH-15,11.34612638,76.94402605,Debris,Slide,23 November 2023,2023-11-23,2023.0,2023-11-23,2023,11,1,13.4,34.1,0.364
TN/Nil/58A11/2023/176,Tamil Nadu,Nilgiri,Kothagiri slide,SH-15,11.34619369,76.94389937,Debris,Slide,23 November 2023,2023-11-23,2023.0,2023-11-23,2023,11,1,13.4,34.1,0.364
TN/Nil/58A11/2023/177,Tamil Nadu,Nilgiri,Kothagiri slide,SH-15,11.34641057,76.9435889,Debris,Slide,23 November 2023,2023-11-23,2023.0,2023-11-23,2023,11,1,13.4,34.1,0.364
TN/Nil/58A11/2023/178,Tamil Nadu,Nilgiri,Kothagiri slide,SH-15,11.34653207,76.94348491,Debris,Slide,23 November 2023,2023-11-23,2023.0,2023-11-23,2023,11,1,13.4,34.1,0.364
TN/Nil/58A11/2023/179,Tamil Nadu,Nilgiri,Kothagiri slide,SH-15,11.34677326,76.94266173,Debris,Slide,23 November 2023,2023-11-23,2023.0,2023-11-23,2023,11,1,13.4,34.1,0.364
TN/Nil/58A11/2023/180,Tamil Nadu,Nilgiri,Kothagiri slide,SH-15,11.34687267,76.94157503,Debris,Slide,23 November 2023,2023-11-23,2023.0,2023-11-23,2023,11,1,13.4,34.1,0.364
TN/Nil/58A11/2023/181,Tamil Nadu,Nilgiri,Kothagiri slide,SH-15,11.34493399,76.93814992,Debris,Slide,23 November 2023,2023-11-23,2023.0,2023-11-23,2023,11,1,13.4,34.1,0.364
TN/Nil/58A11/2023/182,Tamil Nadu,Nilgiri,Kothagiri slide,SH-15,11.34263136,76.93718243,Debris,Slide,23 November 2023,2023-11-23,2023.0,2023-11-23,2023,11,1,13.4,34.1,0.364
TN/Nil/58A11/2023/91,Tamil Nadu,Nilgiri,Kothagiri slide,Kothagiri to Mettupalayam road SH-15 (Kaithala village),11.41479928,76.87340635,Earth,Slide,23 November 2023,2023-11-23,2023.0,2023-11-23,2023,11,1,17.8,40.3,0.422
TN/Nil/58A11/2023/92,Tamil Nadu,Nilgiri,Kothagiri slide,Kothagiri to Mettupalayam road SH-15 (Aravenu village),11.40396239,76.8755371,Earth,Slide,23 November 2023,2023-11-23,2023.0,2023-11-23,2023,11,1,17.8,40.3,0.422
TN/Nil/58A11/2023/93,Tamil Nadu,Nilgiri,Kothagiri slide,Kothagiri to Mettupalayam road SH-15,11.39869649,76.88035008,Earth,Slide,23 November 2023,2023-11-23,2023.0,2023-11-23,2023,11,1,17.8,40.3,0.422
TN/Nil/58A11/2023/94,Tamil Nadu,Nilgiri,Kothagiri slide,Kothagiri to Mettupalayam road SH-15 (Kaithala village),11.39647571,76.88035008,Debris,Slide,23 November 2023,2023-11-23,2023.0,2023-11-23,2023,11,1,17.8,40.3,0.422
TN/Nil/58A11/2023/95,Tamil Nadu,Nilgiri,Kothagiri slide,Kothagiri to Mettupalayam road SH-15,11.39428321,76.88478423,Debris,Slide,23 November 2023,2023-11-23,2023.0,2023-11-23,2023,11,1,17.8,40.3,0.422
TN/Nil/58A11/2023/96,Tamil Nadu,Nilgiri,Kothagiri slide,Kothagiri to Mettupalayam road SH-15,11.39101342,76.88567563,Debris,Slide,23 November 2023,2023-11-23,2023.0,2023-11-23,2023,11,1,17.8,40.3,0.422
TN/Nil/58A11/2023/97,Tamil Nadu,Nilgiri,Kothagiri slide,Kothagiri to Mettupalayam road SH-15,11.39004228,76.89137908,Debris,Slide,23 November 2023,2023-11-23,2023.0,2023-11-23,2023,11,1,19.6,51.4,0.425
TN/Nil/58A11/2023/98,Tamil Nadu,Nilgiri,Kothagiri slide,Kothagiri to Mettupalayam road SH-15,11.38678231,76.89223945,Debris,Slide,23 November 2023,2023-11-23,2023.0,2023-11-23,2023,11,1,19.6,51.4,0.425
TN/Nil/58A11/2023/99,Tamil Nadu,Nilgiri,Kothagiri slide,Kothagiri to Mettupalayam road SH-15 (Melthattapallam village),11.38445676,76.89046944,Debris,Slide,23 November 2023,2023-11-23,2023.0,2023-11-23,2023,11,1,19.6,51.4,0.425
JK/RAM/43O3/2023/14,Jammu & Kashmir,Ramban,Hingni,NH-44,33.351361,75.177917,Debris,Flow,24 December 2023,2023-12-24,2023.0,2023-12-24,2023,12,1,0.0,1.7,0.398
JK/ BUD/43J16/2024/18,Jammu & Kashmir,Budgam,RTC-CRPF Humhama,Humhama,34.02194444,74.7625,Soil (Earth),Slide,9 January 2024,2024-01-09,2024.0,2024-01-09,2024,1,1,0.0,0.0,0.329
JK/RAM/43O3/2024/20,Jammu & Kashmir,Ramban,Kishtwari,National Highway-44 (Jammu to Srinagar),33.36625,75.18625,Rock and Debris,Rock slide.,1 February 2024,2024-02-01,2024.0,2024-02-01,2024,2,1,,,
JK/RAM/43O3/2024/22,Jammu & Kashmir,Ramban,Nachlana,Nachlana-Khari,33.362619,75.175742,Rock,Slide,3 March 2024,2024-03-03,2024.0,2024-03-03,2024,3,1,27.4,151.1,0.509
ARA/DIB/82P15/2024/01,Arunachal Pradesh,Lower Dibang Valley,,,28.38919722,95.92776111,Rock,flow,24 April 2024,2024-04-24,2024.0,2024-04-24,2024,4,1,66.9,204.7,0.428
JK/RAM/43O04/2024/01,Jammu & Kashmir,Ramban,Pernote,Road connecting Ramban and Gool,33.24235,75.20798889,Overburden material,Debris,25 April 2024,2024-04-25,2024.0,2024-04-25,2024,4,1,0.0,1.0,0.396
JK/REA/43K16/2024/14,Jammu & Kashmir,Reasi,Kuroon Kote,Kuroon Kote village,33.14553,74.97701,Debris,Slide and subsidence,2 May 2024,2024-05-02,2024.0,2024-05-02,2024,5,1,0.0,12.1,0.456
TN/CBE/58B15/2024/01,Tamil Nadu,Coimbatore,Pollachi-Valparai-Road-16th hairpin bend/35/6,SH-78,10.447257,76.984351,Rock,Slide,19 May 2024,2024-05-19,2024.0,2024-05-19,2024,5,1,16.2,114.5,0.399
TN/CBE/58B15/2024/02,Tamil Nadu,Coimbatore,Pollachi-Valparai-Road-31/8,SH-78,10.451245,76.981973,Debris,Slide,19 May 2024,2024-05-19,2024.0,2024-05-19,2024,5,1,3.0,18.0,0.317
TN/CBE/58B15/2024/03,Tamil Nadu,Coimbatore,Pollachi-Valparai-Road-31/4,SH-78,10.451802,76.981495,Debris,Slide,19 May 2024,2024-05-19,2024.0,2024-05-19,2024,5,1,3.0,18.0,0.317
TN/CBE/58B15/2024/04,Tamil Nadu,Coimbatore,Pollachi-Valparai-Road-29/10,SH-78,10.450891,76.976945,Debris,Slide,19 May 2024,2024-05-19,2024.0,2024-05-19,2024,5,1,3.0,18.0,0.317
TN/CBE/58B15/2024/05,Tamil Nadu,Coimbatore,Pollachi-Valparai-Road-30/8,SH-78,10.449755,76.976183,Rock,Slide,19 May 2024,2024-05-19,2024.0,2024-05-19,2024,5,1,3.0,18.0,0.317
TN/CBE/58B15/2024/06,Tamil Nadu,Coimbatore,Pollachi-Valparai-Road-31/2,SH-78,10.450355,76.979802,Rock,Slide,19 May 2024,2024-05-19,2024.0,2024-05-19,2024,5,1,3.0,18.0,0.317
TN/CBE/58B15/2024/07,Tamil Nadu,Coimbatore,Pollachi-Valparai-Road-31/2,SH-78,10.450497,76.97869,Rock,Slide,19 May 2024,2024-05-19,2024.0,2024-05-19,2024,5,1,3.0,18.0,0.317
TN/CBE/58B15/2024/08,Tamil Nadu,Coimbatore,Pollachi-Valparai-Road-31/2,SH-78,10.450672,76.98034,Debris,Slide,19 May 2024,2024-05-19,2024.0,2024-05-19,2024,5,1,3.0,18.0,0.317
TN/CBE/58B15/2024/09,Tamil Nadu,Coimbatore,Pollachi-Valparai-Road-27th hairpin bend-40/6,SH-78,10.431505,76.98407,Rock,Slide,19 May 2024,2024-05-19,2024.0,2024-05-19,2024,5,1,16.2,114.5,0.399
AS/K(M)/76N16/2024/01,Assam,Kamrup (Metro),Rudra Nagar Slide,"Rudra Nagar, Near Rajohuwa Namghar, Chandmari",26.19044,91.77502,Earth,Slide,24 May 2024,2024-05-24,2024.0,2024-05-24,2024,5,1,2.5,3.7,0.399
MIZ/AZL/2024/358,Mizoram,Aizawl,,,23.60111111,92.75888889,Debris,Slide,26 May 2024,2024-05-26,2024.0,2024-05-26,2024,5,1,16.4,52.1,0.37
MEG/EKH/78O14/2024/01,Meghalaya,East Khasi Hills,,,25.6251,91.9118,Slope cut debris (weathered quartzite),Slide,27 May 2024,2024-05-27,2024.0,2024-05-27,2024,5,1,61.5,75.1,0.508
7246,Meghalaya,Eastern-West Khasi Hill,,Mairang-Guwahati Road,25.68798889,91.65838889,Debris,Slide,28 May 2024,2024-05-28,2024.0,2024-05-28,2024,5,1,72.8,139.1,0.51
7247,Meghalaya,Eastern-West Khasi Hill,,Nongkhlaw-Guwahati Road,25.68805,91.66653,Debris,Slide,28 May 2024,2024-05-28,2024.0,2024-05-28,2024,5,1,,,
6892,Meghalaya,South West Khasi Hills,Wamney,Village Road,25.39295833,91.55163333,Debris,Slide,28 May 2024,2024-05-28,2024.0,2024-05-28,2024,5,1,128.0,217.3,0.511
ME/SWK/2025/4,Meghalaya,South West Khasi Hills,Mawkyllung,Mawkyllung-Nongstoin Road,25.40288611,91.43424167,Debris,Fall,28 May 2024,2024-05-28,2024.0,2024-05-28,2024,5,1,106.1,199.5,0.51
MIZ/AZL/2024/220,Mizoram,Aizawl,,,23.60861111,92.85055556,Debris,Slide,28 May 2024,2024-05-28,2024.0,2024-05-28,2024,5,1,69.5,102.1,0.425
MIZ/AZL/2024/228,Mizoram,Aizawl,,,23.73222222,92.75,Debris,Slide,28 May 2024,2024-05-28,2024.0,2024-05-28,2024,5,1,68.0,108.3,0.426
MIZ/AZL/2024/229,Mizoram,Aizawl,,,23.73194444,92.75,Debris,Slide,28 May 2024,2024-05-28,2024.0,2024-05-28,2024,5,1,68.0,108.3,0.426
MIZ/AZL/2024/230,Mizoram,Aizawl,,,23.74083333,92.74111111,Debris,Slide,28 May 2024,2024-05-28,2024.0,2024-05-28,2024,5,1,68.0,108.3,0.426
MIZ/AZL/2024/235,Mizoram,Aizawl,,,23.76972222,92.74472222,Earth,Slide,28 May 2024,2024-05-28,2024.0,2024-05-28,2024,5,1,58.6,98.0,0.426
MIZ/AZL/2024/247,Mizoram,Aizawl,,,23.74916667,92.69416667,Debris,Slide,28 May 2024,2024-05-28,2024.0,2024-05-28,2024,5,1,68.8,125.9,0.427
MIZ/AZL/2024/254,Mizoram,Aizawl,,,23.69277778,92.72055556,Debris,Slide,28 May 2024,2024-05-28,2024.0,2024-05-28,2024,5,1,78.0,120.5,0.426
MIZ/AZL/2024/265,Mizoram,Aizawl,,,23.70972222,92.72222222,Debris,Slide,28 May 2024,2024-05-28,2024.0,2024-05-28,2024,5,1,68.0,108.3,0.426
MIZ/AZL/2024/266,Mizoram,Aizawl,,,23.69944444,92.71972222,Debris,Complex,28 May 2024,2024-05-28,2024.0,2024-05-28,2024,5,1,68.0,108.3,0.426
MIZ/AZL/2024/278,Mizoram,Aizawl,,,23.66416667,92.72055556,Debris,Complex,28 May 2024,2024-05-28,2024.0,2024-05-28,2024,5,1,78.0,120.5,0.426
MIZ/AZL/2024/279,Mizoram,Aizawl,,,23.66055556,92.72527778,Debris,Slide,28 May 2024,2024-05-28,2024.0,2024-05-28,2024,5,1,78.0,120.5,0.426
MIZ/AZL/2024/280,Mizoram,Aizawl,,,23.66,92.72638889,Debris,Slide,28 May 2024,2024-05-28,2024.0,2024-05-28,2024,5,1,78.0,120.5,0.426
MIZ/AZL/2024/281,Mizoram,Aizawl,,,23.65527778,92.72694444,Debris,Slide,28 May 2024,2024-05-28,2024.0,2024-05-28,2024,5,1,78.0,120.5,0.426
MIZ/AZL/2024/282,Mizoram,Aizawl,,,23.65138889,92.72694444,Debris,Slide,28 May 2024,2024-05-28,2024.0,2024-05-28,2024,5,1,78.0,120.5,0.426
MIZ/AZL/2024/283,Mizoram,Aizawl,,,23.64555556,92.72444444,Debris,Slide,28 May 2024,2024-05-28,2024.0,2024-05-28,2024,5,1,78.0,120.5,0.426
MIZ/AZL/2024/285,Mizoram,Aizawl,,,23.64444444,92.72527778,Debris,Complex,28 May 2024,2024-05-28,2024.0,2024-05-28,2024,5,1,78.0,120.5,0.426
MIZ/AZL/2024/286,Mizoram,Aizawl,,,23.64166667,92.72416667,Debris,Slide,28 May 2024,2024-05-28,2024.0,2024-05-28,2024,5,1,78.0,120.5,0.426
MIZ/AZL/2024/287,Mizoram,Aizawl,,,23.64083333,92.72472222,Debris,Slide,28 May 2024,2024-05-28,2024.0,2024-05-28,2024,5,1,78.0,120.5,0.426
MIZ/AZL/2024/288,Mizoram,Aizawl,,,23.6375,92.72277778,Debris,Slide,28 May 2024,2024-05-28,2024.0,2024-05-28,2024,5,1,78.0,120.5,0.426
MIZ/AZL/2024/294,Mizoram,Aizawl,,,23.62611111,92.72638889,Debris,Slide,28 May 2024,2024-05-28,2024.0,2024-05-28,2024,5,1,86.1,119.8,0.427
MIZ/AZL/2024/295,Mizoram,Aizawl,,,23.6325,92.72388889,Debris,Slide,28 May 2024,2024-05-28,2024.0,2024-05-28,2024,5,1,78.0,120.5,0.426
MIZ/AZL/2024/297,Mizoram,Aizawl,,,23.62972222,92.72555556,Debris,Slide,28 May 2024,2024-05-28,2024.0,2024-05-28,2024,5,1,78.0,120.5,0.426
MIZ/AZL/2024/302,Mizoram,Aizawl,,,23.61611111,92.71722222,Debris,Slide,28 May 2024,2024-05-28,2024.0,2024-05-28,2024,5,1,86.1,119.8,0.427
MIZ/AZL/2024/305,Mizoram,Aizawl,,,23.61861111,92.72611111,Debris,Slide,28 May 2024,2024-05-28,2024.0,2024-05-28,2024,5,1,86.1,119.8,0.427
MIZ/AZL/2024/306,Mizoram,Aizawl,,,23.60555556,92.725,Debris,Slide,28 May 2024,2024-05-28,2024.0,2024-05-28,2024,5,1,86.1,119.8,0.427
MIZ/AZL/2024/312,Mizoram,Aizawl,,,23.59194444,92.75055556,Debris,Slide,28 May 2024,2024-05-28,2024.0,2024-05-28,2024,5,1,86.1,119.8,0.427
MIZ/AZL/2024/313,Mizoram,Aizawl,,,23.595,92.81611111,Earth,Slide,28 May 2024,2024-05-28,2024.0,2024-05-28,2024,5,1,69.5,102.1,0.425
MIZ/AZL/2024/319,Mizoram,Aizawl,,,23.60861111,92.80972222,Debris,Slide,28 May 2024,2024-05-28,2024.0,2024-05-28,2024,5,1,78.0,120.5,0.426
MIZ/AZL/2024/323,Mizoram,Aizawl,,,23.60972222,92.80916667,Debris,Slide,28 May 2024,2024-05-28,2024.0,2024-05-28,2024,5,1,78.0,120.5,0.426
MIZ/AZL/2024/324,Mizoram,Aizawl,,,23.61361111,92.80777778,Earth,Slide,28 May 2024,2024-05-28,2024.0,2024-05-28,2024,5,1,78.0,120.5,0.426
MIZ/AZL/2024/327,Mizoram,Aizawl,,,23.61222222,92.80527778,Debris,Slide,28 May 2024,2024-05-28,2024.0,2024-05-28,2024,5,1,78.0,120.5,0.426
MIZ/AZL/2024/328,Mizoram,Aizawl,,,23.61138889,92.80333333,Debris,Slide,28 May 2024,2024-05-28,2024.0,2024-05-28,2024,5,1,78.0,120.5,0.426
